requirement_id,source,source_file,source_locator,requirement,implementation_path,test_or_evidence_path,required_matrix,status,satisfied_by_prior_commit
"ASN-L0165","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 165; section Tracebox Full-Implementation Agent Prompt","Never amend or rewrite history unless explicitly requested.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0166","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 166; section Tracebox Full-Implementation Agent Prompt","Make small, coherent commits at completed dependency gates.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0167","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 167; section Tracebox Full-Implementation Agent Prompt","Do not merge the implementation branch. Leave it ready for review.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0177","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 177; section Tracebox Full-Implementation Agent Prompt","a persistent dependency-aware task ledger from docs/implementation-plan.md; and","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0178","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 178; section Tracebox Full-Implementation Agent Prompt","a bidirectional requirement traceability matrix covering every assignment requirement, accepted ADR decision, architecture invariant, and implementation-plan work package.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0180","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 180; section Tracebox Full-Implementation Agent Prompt","Each requirement row identifies its source, implementation path, test/evidence path, required matrix, status, and the prior implementation/evidence commit SHA where the requirement was satisfied. A row never attempts to contain the SHA of the commit containing that row. Finalize and commit every in-tree status before requesting review. Final verdicts remain in external session review artifacts; never write the verdict back into the reviewed tree. Allowed statuses are NOT_STARTED, IN_PROGRESS, PASS, FAIL, BLOCKED_PRODUCT_DECISION, UNAVAILABLE_EXTERNAL, and NOT_APPLICABLE_WITH_RATIONALE. An unma","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0182","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 182; section Tracebox Full-Implementation Agent Prompt","At the end of each phase, preserve a runnable end-to-end fixture exercising the implemented path. Do not allow phases to remain disconnected horizontal components.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0186","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 186; section Tracebox Full-Implementation Agent Prompt","Mark it in progress.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0187","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 187; section Tracebox Full-Implementation Agent Prompt","Read its dependencies and relevant design sections.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0188","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 188; section Tracebox Full-Implementation Agent Prompt","Implement the complete vertical behavior, not only interfaces.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0189","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 189; section Tracebox Full-Implementation Agent Prompt","Add tests and failure injection with the implementation.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0190","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 190; section Tracebox Full-Implementation Agent Prompt","Run the smallest meaningful verification.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0191","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 191; section Tracebox Full-Implementation Agent Prompt","Perform a focused review.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0192","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 192; section Tracebox Full-Implementation Agent Prompt","Fix review findings.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0193","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 193; section Tracebox Full-Implementation Agent Prompt","Mark it complete only after acceptance criteria pass.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0195","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 195; section Tracebox Full-Implementation Agent Prompt","A command is successful only when it terminates within its declared timeout, returns its documented success exit status, and produces the expected validated artifacts/results. A timeout, crash, missing output, unreadable output, flaky-only pass, or non-success exit status is not PASS. Preserve exact commands, exit statuses, logs, tool versions, and evidence paths.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0199","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 199; section Tracebox Full-Implementation Agent Prompt","Do not mark:","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0201","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 201; section Tracebox Full-Implementation Agent Prompt","a stub as implemented;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0202","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 202; section Tracebox Full-Implementation Agent Prompt","a mocked Crashpad path as native capture;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0203","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 203; section Tracebox Full-Implementation Agent Prompt","an interface as persistence;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0204","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 204; section Tracebox Full-Implementation Agent Prompt","an emulator-only experiment as a supported physical-device capability;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"ASN-L0205","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 205; section Tracebox Full-Implementation Agent Prompt","a passing happy-path test as fault tolerance;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0206","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 206; section Tracebox Full-Implementation Agent Prompt","a generated empty package as export completion;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0207","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 207; section Tracebox Full-Implementation Agent Prompt","static manifest checks as runtime no-network proof.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_STATIC; API30_API37_RUNTIME; blocked-egress controls","NOT_STARTED",""
"ASN-L0213","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 213; section Tracebox Full-Implementation Agent Prompt","Do not dispatch subagents to Gemini models unless the user explicitly requests Gemini.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0215","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 215; section Tracebox Full-Implementation Agent Prompt","All code and architecture reviews must use GPT-5.6 Sol. A review is APPROVED only when its verdict is exactly APPROVED and it reports zero blocker, critical, or major findings. Use an independent review context bound to the immutable reviewed commit SHA and base SHA. The external review artifact must state its scope, model name/ID, reviewed SHA, base SHA, verdict, severity counts, findings, and evidence references. Before relying on it, verify current HEAD still equals the approved SHA. A later change touching the reviewed scope invalidates that scope's approval.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0223","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 223; section Tracebox Full-Implementation Agent Prompt","Gradle version catalog and wrapper;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0224","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 224; section Tracebox Full-Implementation Agent Prompt","reproducible dependency locking and verification;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0225","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 225; section Tracebox Full-Implementation Agent Prompt","Android/Kotlin convention plugins;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0226","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 226; section Tracebox Full-Implementation Agent Prompt","NDK/CMake toolchain;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0227","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 227; section Tracebox Full-Implementation Agent Prompt","Rust workspace and Android targets;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0228","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 228; section Tracebox Full-Implementation Agent Prompt","pinned Crashpad revision and patch policy;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0229","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 229; section Tracebox Full-Implementation Agent Prompt","CI entry points;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0230","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 230; section Tracebox Full-Implementation Agent Prompt","test applications and benchmark projects.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0236","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 236; section Tracebox Full-Implementation Agent Prompt","terminology and evidence grades;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0237","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 237; section Tracebox Full-Implementation Agent Prompt","privacy classes and prohibited concepts;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0238","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 238; section Tracebox Full-Implementation Agent Prompt","internal identity contract;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0239","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 239; section Tracebox Full-Implementation Agent Prompt","record and segment wire formats;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0240","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 240; section Tracebox Full-Implementation Agent Prompt","public Kotlin API policy;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0241","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 241; section Tracebox Full-Implementation Agent Prompt","native C ABI compatibility;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0242","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 242; section Tracebox Full-Implementation Agent Prompt","Crashpad capture/privacy profile;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0243","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 243; section Tracebox Full-Implementation Agent Prompt","handler IPC and lifecycle;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0244","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 244; section Tracebox Full-Implementation Agent Prompt","emergency record layout;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0245","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 245; section Tracebox Full-Implementation Agent Prompt","live ANR evidence semantics;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0246","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 246; section Tracebox Full-Implementation Agent Prompt","policy barriers and deletion semantics;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0247","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 247; section Tracebox Full-Implementation Agent Prompt",".tbdiag v1 limits and deterministic encoding;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0248","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 248; section Tracebox Full-Implementation Agent Prompt","build identity and symbol matching;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0249","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 249; section Tracebox Full-Implementation Agent Prompt","performance governance.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0255","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 255; section Tracebox Full-Implementation Agent Prompt","ENGINEERING_FEASIBILITY_PASS permits implementation to continue after Crashpad, handler, emergency, and ANR behavior works in the required API 30/37 x86_64 emulator endpoints and all available representative arm64 hardware.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"ASN-L0256","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 256; section Tracebox Full-Implementation Agent Prompt","CERTIFICATION_FEASIBILITY_PASS additionally requires the complete declared physical-device, OEM, ABI, and page-size evidence.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"ASN-L0258","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 258; section Tracebox Full-Implementation Agent Prompt","Broad implementation requires ENGINEERING_FEASIBILITY_PASS. Missing external hardware may leave certification cells UNAVAILABLE_EXTERNAL without preventing reversible implementation, but it prevents FOUNDATION_CERTIFIED. A functional failure on available required hardware is FAIL and blocks dependent implementation.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0262","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 262; section Tracebox Full-Implementation Agent Prompt","ANR healthy CPU, wakeups, false-positive rate, capture rate, and maximum target pause;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0263","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 263; section Tracebox Full-Implementation Agent Prompt","handler healthy CPU/wakeups and memory;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0264","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 264; section Tracebox Full-Implementation Agent Prompt","startup and time-to-Durable;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0265","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 265; section Tracebox Full-Implementation Agent Prompt","crash-to-durable-artifact latency;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0266","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 266; section Tracebox Full-Implementation Agent Prompt","storage and package working-memory bounds;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0267","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 267; section Tracebox Full-Implementation Agent Prompt","fuzz durations, corpus retention, and generated truncation/corruption case budgets;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_FUZZ_SMOKE; nightly/certification duration per frozen protocol","NOT_STARTED",""
"ASN-L0268","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 268; section Tracebox Full-Implementation Agent Prompt","presubmit, nightly, and certification matrices.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0270","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 270; section Tracebox Full-Implementation Agent Prompt","Results cannot retroactively change their own pass criteria. A threshold or protocol change requires explicit user acceptance and a fresh complete measurement run.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0274","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 274; section Tracebox Full-Implementation Agent Prompt","Crashpad privacy feasibility:","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0275","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 275; section Tracebox Full-Implementation Agent Prompt","inventory actual captured streams;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0276","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 276; section Tracebox Full-Implementation Agent Prompt","prove raw minidumps are quarantined C2;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0277","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 277; section Tracebox Full-Implementation Agent Prompt","derive useful C0/C1 summaries;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0278","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 278; section Tracebox Full-Implementation Agent Prompt","scan seeded secrets;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0279","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 279; section Tracebox Full-Implementation Agent Prompt","verify no Tracebox internal identity is intentionally injected.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0281","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 281; section Tracebox Full-Implementation Agent Prompt","Handler feasibility:","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0282","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 282; section Tracebox Full-Implementation Agent Prompt","one private handler process;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0283","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 283; section Tracebox Full-Implementation Agent Prompt","multiple app-process clients;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0284","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 284; section Tracebox Full-Implementation Agent Prompt","handler startup, death, restart, hang, and crash loop;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0285","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 285; section Tracebox Full-Implementation Agent Prompt","4 KiB and 16 KiB pages;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"ASN-L0286","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 286; section Tracebox Full-Implementation Agent Prompt","API 30 and API 37 early endpoints;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"ASN-L0287","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 287; section Tracebox Full-Implementation Agent Prompt","emulator x86_64 for the engineering gate;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"ASN-L0288","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 288; section Tracebox Full-Implementation Agent Prompt","physical arm64 for every available representative cell and for certification;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"ASN-L0289","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 289; section Tracebox Full-Implementation Agent Prompt","no polling or uploader.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_STATIC; API30_API37_RUNTIME; blocked-egress controls","NOT_STARTED",""
"ASN-L0291","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 291; section Tracebox Full-Implementation Agent Prompt","Emergency feasibility:","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0292","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 292; section Tracebox Full-Implementation Agent Prompt","crash before Durable;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0293","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 293; section Tracebox Full-Implementation Agent Prompt","Crashpad unavailable;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0294","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 294; section Tracebox Full-Implementation Agent Prompt","recursive signal;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
